APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,cluster
Jalgaon,Bajri,2014,November,427,1354,1449,1422,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Bajri,2015,November,319,1450,1504,1467,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Wheat(Husked),2014,November,228,1459,1494,1473,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Wheat(Husked),2015,November,279,1560,1650,1638,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Sorgum(Jawar),2014,November,5794,1368,1519,1446,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Sorgum(Jawar),2015,November,2287,1330,1429,1367,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Maize,2014,November,1954,1027,1121,1087,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Maize,2015,November,1051,1297,1375,1335,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Gram,2014,November,3538,2986,3156,3096,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Gram,2015,November,3230,3526,3868,3581,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Jaggery,2015,November,44,2525,2525,2525,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Pomegranate,2014,November,190,2583,6833,4583,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Pomegranate,2015,November,80,2167,6900,5667,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Banana,2014,November,288,287,494,402,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Banana,2015,November,264,245,358,297,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Lemon,2014,November,190,1577,2400,1950,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Lemon
Jalgaon,Lemon,2015,November,160,2300,3231,2750,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Lemon
Jalgaon,Mosambi,2014,November,345,1125,2450,1750,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Mosambi
Jalgaon,Mosambi,2015,November,295,1500,3167,2133,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Mosambi
Jalgaon,Ginger (Fresh),2014,November,650,2621,4464,3400,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Ginger (Fresh)
Jalgaon,Ginger (Fresh),2015,November,1263,2519,3925,3269,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Ginger (Fresh)
Jalgaon,Potato,2014,November,6220,2024,2536,2245,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Potato
Jalgaon,Potato,2015,November,5090,875,1188,1019,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Potato
Jalgaon,Ladies Finger,2014,November,300,1614,2638,2200,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Ladies Finger
Jalgaon,Ladies Finger,2015,November,369,1550,2475,2000,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Ladies Finger
Jalgaon,Chavli (Shenga ),2014,November,46,4550,4729,4657,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Chavli (Shenga )
Jalgaon,Chavli (Shenga ),2015,November,84,2268,3236,2873,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Chavli (Shenga )
Jalgaon,Flower,2014,November,463,1032,1763,1358,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Flower
Jalgaon,Flower,2015,November,344,1034,1700,1394,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Flower
Jalgaon,Cluster Bean,2014,November,33,4367,4367,4367,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Cluster Bean
Jalgaon,Cluster Bean,2015,November,30,3044,3211,3133,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Cluster Bean
Jalgaon,Cucumber,2014,November,277,755,1214,986,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Cucumber
Jalgaon,Cucumber,2015,November,211,784,1375,1075,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Cucumber
Jalgaon,Onion,2014,November,13400,802,1595,1213,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Onion
Jalgaon,Onion,2015,November,19975,532,1948,1462,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Onion
Jalgaon,Bitter Gourd,2014,November,77,2600,3788,3131,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Bitter Gourd
Jalgaon,Bitter Gourd,2015,November,101,2338,2763,2525,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Bitter Gourd
Jalgaon,Cabbage,2014,November,435,576,924,733,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Cabbage
Jalgaon,Cabbage,2015,November,241,681,1025,831,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Cabbage
Jalgaon,Coriander  ,2014,November,203,2571,5048,3752,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Coriander  
Jalgaon,Coriander  ,2015,November,312,981,2206,1569,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Coriander  
Jalgaon,Methi (Bhaji),2014,November,319,1477,2482,1973,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Methi (Bhaji)
Jalgaon,Methi (Bhaji),2015,November,328,794,1481,1163,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Methi (Bhaji)
Jalgaon,Spinach,2014,November,55,1557,1557,1557,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Spinach
Jalgaon,Spinach,2015,November,52,1338,1338,1338,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Spinach
Jalgaon,Tomato,2014,November,439,680,1113,865,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Tomato
Jalgaon,Tomato,2015,November,245,2400,3138,2719,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Tomato
Jalgaon,Wal Papdi,2014,November,13,1600,1750,1700,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Wal Papdi
Jalgaon,Wal Papdi,2015,November,44,1571,1886,1771,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Wal Papdi
Jalgaon,Brinjal,2014,November,943,1277,2168,1673,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Brinjal
Jalgaon,Brinjal,2015,November,920,681,1500,1075,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Brinjal
Jalgaon,Green Chilli,2014,November,758,1577,2805,2059,2014-11-01,Jalgaon,Maharashtra,Jalgaon-Green Chilli
Jalgaon,Green Chilli,2015,November,2547,1200,2281,1725,2015-11-01,Jalgaon,Maharashtra,Jalgaon-Green Chilli
Raver,Wheat(Husked),2014,November,1179,1279,1582,1516,2014-11-01,Jalgaon,Maharashtra,Raver-Wheat(Husked)
Raver,Wheat(Husked),2015,November,506,1405,1697,1552,2015-11-01,Jalgaon,Maharashtra,Raver-Wheat(Husked)
Raver,Sorgum(Jawar),2014,November,8331,1125,1471,1391,2014-11-01,Jalgaon,Maharashtra,Raver-Sorgum(Jawar)
Raver,Sorgum(Jawar),2015,November,5675,1156,1382,1289,2015-11-01,Jalgaon,Maharashtra,Raver-Sorgum(Jawar)
Raver,Maize,2014,November,993,867,1055,982,2014-11-01,Jalgaon,Maharashtra,Raver-Maize
Raver,Maize,2015,November,154,1162,1324,1313,2015-11-01,Jalgaon,Maharashtra,Raver-Maize
Raver,Gram,2014,November,13,2217,2246,2246,2014-11-01,Jalgaon,Maharashtra,Raver-Gram
Raver,Gram,2015,November,3,4500,4510,4510,2015-11-01,Jalgaon,Maharashtra,Raver-Gram
Bhusaval,Wheat(Husked),2014,October,284,1281,1374,1333,2014-10-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Wheat(Husked),2015,October,88,1380,1428,1403,2015-10-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Wheat(Husked),2016,October,14,1433,1580,1513,2016-10-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Sorgum(Jawar),2014,October,129,1036,1101,1057,2014-10-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Bhusaval,Sorgum(Jawar),2015,October,1989,1153,1261,1213,2015-10-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Bhusaval,Sorgum(Jawar),2016,October,881,1203,1264,1235,2016-10-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Chopda,Bajri,2014,October,814,1199,1313,1286,2014-10-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Bajri,2015,October,305,1267,1353,1324,2015-10-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Bajri,2016,October,414,1183,1436,1387,2016-10-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Wheat(Husked),2014,October,417,1429,1524,1501,2014-10-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Wheat(Husked),2015,October,217,1506,1609,1557,2015-10-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Wheat(Husked),2016,October,293,1636,1780,1743,2016-10-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Sorgum(Jawar),2014,October,820,1328,1601,1479,2014-10-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Sorgum(Jawar),2015,October,13265,1181,1277,1231,2015-10-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Sorgum(Jawar),2016,October,2609,1512,1630,1586,2016-10-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Maize,2014,October,8445,904,1111,1033,2014-10-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Maize,2015,October,18411,1053,1283,1165,2015-10-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Maize,2016,October,16276,962,1258,1130,2016-10-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Gram,2014,October,51,2347,2600,2534,2014-10-01,Jalgaon,Maharashtra,Chopda-Gram
Chopda,Gram,2015,October,6,3650,4550,4550,2015-10-01,Jalgaon,Maharashtra,Chopda-Gram
Chopda,Gram,2016,October,10,6929,8249,7929,2016-10-01,Jalgaon,Maharashtra,Chopda-Gram
Jalgaon,Bajri,2014,October,263,1298,1366,1350,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Bajri,2015,October,1183,1346,1406,1372,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Bajri,2016,October,19,1515,1515,1515,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Wheat(Husked),2014,October,240,1405,1493,1447,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Wheat(Husked),2015,October,679,1543,1854,1755,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Wheat(Husked),2016,October,33,1671,1679,1671,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Sorgum(Jawar),2014,October,1467,1281,1411,1345,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Sorgum(Jawar),2015,October,2377,1236,1311,1276,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Sorgum(Jawar),2016,October,1869,1572,1783,1658,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Maize,2014,October,108,1053,1053,1053,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Maize,2015,October,522,1212,1294,1212,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Maize,2016,October,719,1385,1409,1405,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Gram,2014,October,3926,2723,3054,2947,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Gram,2015,October,2090,3353,4128,3658,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Gram,2016,October,9,6800,6800,6800,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Jaggery,2015,October,622,2325,2651,2545,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Jaggery,2016,October,111,3441,3541,3478,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Pomegranate,2014,October,40,2000,7000,4000,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Pomegranate,2015,October,113,2167,6833,4667,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Pomegranate,2016,October,117,4000,8125,5625,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Banana,2014,October,249,232,429,336,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Banana,2015,October,372,251,375,315,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Banana,2016,October,457,228,369,281,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Lemon,2014,October,105,2383,3589,2994,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Lemon
Jalgaon,Lemon,2015,October,165,2115,3300,2700,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Lemon
Jalgaon,Lemon,2016,October,203,1468,3332,2223,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Lemon
Jalgaon,Mosambi,2014,October,75,1250,2600,1900,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Mosambi
Jalgaon,Mosambi,2015,October,490,1067,2867,2133,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Mosambi
Jalgaon,Mosambi,2016,October,36,2250,3500,2600,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Mosambi
Jalgaon,Ginger (Fresh),2014,October,314,3160,4830,3980,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Ginger (Fresh)
Jalgaon,Ginger (Fresh),2015,October,1513,2425,3988,3325,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Ginger (Fresh)
Jalgaon,Ginger (Fresh),2016,October,596,1005,2025,1545,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Ginger (Fresh)
Jalgaon,Potato,2014,October,4000,1909,2527,2178,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Potato
Jalgaon,Potato,2015,October,6700,610,906,731,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Potato
Jalgaon,Potato,2016,October,5500,730,1664,1159,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Potato
Jalgaon,Ladies Finger,2014,October,305,911,1761,1294,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Ladies Finger
Jalgaon,Ladies Finger,2015,October,375,1460,2470,1975,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Ladies Finger
Jalgaon,Ladies Finger,2016,October,433,1295,2119,1676,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Ladies Finger
Jalgaon,Chavli (Shenga ),2014,October,28,3590,4470,4040,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Chavli (Shenga )
Jalgaon,Chavli (Shenga ),2015,October,13,3667,4333,4000,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Chavli (Shenga )
Jalgaon,Chavli (Shenga ),2016,October,59,2767,4492,3592,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Chavli (Shenga )
Jalgaon,Flower,2014,October,299,1311,2039,1683,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Flower
Jalgaon,Flower,2015,October,476,1215,1915,1565,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Flower
Jalgaon,Flower,2016,October,439,1386,2191,1723,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Flower
Jalgaon,Cluster Bean,2014,October,45,3588,3824,3706,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Cluster Bean
Jalgaon,Cluster Bean,2015,October,52,2762,3131,2977,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Cluster Bean
Jalgaon,Cluster Bean,2016,October,38,4068,4258,4258,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Cluster Bean
Jalgaon,Cucumber,2014,October,258,738,1229,935,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Cucumber
Jalgaon,Cucumber,2015,October,239,744,1233,950,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Cucumber
Jalgaon,Cucumber,2016,October,331,559,1073,832,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Cucumber
Jalgaon,Onion,2014,October,3570,750,1472,1081,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Onion
Jalgaon,Onion,2015,October,8690,1222,2835,2184,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Onion
Jalgaon,Onion,2016,October,3340,305,693,495,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Onion
Jalgaon,Bitter Gourd,2014,October,89,2471,3559,3024,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Bitter Gourd
Jalgaon,Bitter Gourd,2015,October,139,1836,2564,2214,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Bitter Gourd
Jalgaon,Bitter Gourd,2016,October,167,1714,3236,2345,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Bitter Gourd
Jalgaon,Cabbage,2014,October,299,694,1059,865,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Cabbage
Jalgaon,Cabbage,2015,October,300,541,871,706,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Cabbage
Jalgaon,Cabbage,2016,October,330,533,1019,771,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Cabbage
Jalgaon,Coriander  ,2014,October,176,2300,4722,3483,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Coriander  
Jalgaon,Coriander  ,2015,October,289,2153,3737,2837,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Coriander  
Jalgaon,Coriander  ,2016,October,215,2350,4600,3405,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Coriander  
Jalgaon,Methi (Bhaji),2014,October,146,2406,3650,3011,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Methi (Bhaji)
Jalgaon,Methi (Bhaji),2015,October,158,2574,3695,3063,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Methi (Bhaji)
Jalgaon,Methi (Bhaji),2016,October,116,3100,4750,3845,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Methi (Bhaji)
Jalgaon,Spinach,2014,October,40,1944,2038,2019,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Spinach
Jalgaon,Spinach,2015,October,63,2006,2006,2006,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Spinach
Jalgaon,Spinach,2016,October,44,1686,1686,1686,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Spinach
Jalgaon,Tomato,2014,October,379,861,1394,1083,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Tomato
Jalgaon,Tomato,2015,October,428,1026,1626,1279,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Tomato
Jalgaon,Tomato,2016,October,531,543,920,695,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Tomato
Jalgaon,Wal Papdi,2014,October,8,1600,2000,1800,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Wal Papdi
Jalgaon,Wal Papdi,2015,October,6,2500,2500,2500,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Wal Papdi
Jalgaon,Wal Papdi,2016,October,45,2620,3640,3050,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Wal Papdi
Jalgaon,Brinjal,2014,October,594,1365,2488,1847,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Brinjal
Jalgaon,Brinjal,2015,October,755,872,1928,1356,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Brinjal
Jalgaon,Brinjal,2016,October,729,905,2973,1991,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Brinjal
Jalgaon,Green Chilli,2014,October,569,1661,3228,2272,2014-10-01,Jalgaon,Maharashtra,Jalgaon-Green Chilli
Jalgaon,Green Chilli,2015,October,849,1361,2706,2050,2015-10-01,Jalgaon,Maharashtra,Jalgaon-Green Chilli
Jalgaon,Green Chilli,2016,October,464,455,805,638,2016-10-01,Jalgaon,Maharashtra,Jalgaon-Green Chilli
Raver,Wheat(Husked),2014,October,823,1307,1540,1386,2014-10-01,Jalgaon,Maharashtra,Raver-Wheat(Husked)
Raver,Wheat(Husked),2015,October,67,1496,1663,1548,2015-10-01,Jalgaon,Maharashtra,Raver-Wheat(Husked)
Raver,Wheat(Husked),2016,October,493,1597,1858,1729,2016-10-01,Jalgaon,Maharashtra,Raver-Wheat(Husked)
Raver,Sorgum(Jawar),2014,October,1034,1183,1397,1335,2014-10-01,Jalgaon,Maharashtra,Raver-Sorgum(Jawar)
Raver,Sorgum(Jawar),2015,October,288,1013,1311,1231,2015-10-01,Jalgaon,Maharashtra,Raver-Sorgum(Jawar)
Raver,Sorgum(Jawar),2016,October,4605,1170,1468,1398,2016-10-01,Jalgaon,Maharashtra,Raver-Sorgum(Jawar)
Raver,Maize,2014,October,223,1018,1102,1079,2014-10-01,Jalgaon,Maharashtra,Raver-Maize
Raver,Maize,2015,October,26,1031,1299,1056,2015-10-01,Jalgaon,Maharashtra,Raver-Maize
Raver,Maize,2016,October,162,910,1140,1058,2016-10-01,Jalgaon,Maharashtra,Raver-Maize
Raver,Gram,2014,October,44,2166,2484,2350,2014-10-01,Jalgaon,Maharashtra,Raver-Gram
Raver,Gram,2015,October,1,5305,5305,5305,2015-10-01,Jalgaon,Maharashtra,Raver-Gram
Raver,Gram,2016,October,8,7018,7604,7524,2016-10-01,Jalgaon,Maharashtra,Raver-Gram
Bhusaval,Wheat(Husked),2014,September,428,1253,1381,1335,2014-09-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Wheat(Husked),2015,September,221,1342,1412,1378,2015-09-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Wheat(Husked),2016,September,85,1649,1670,1653,2016-09-01,Jalgaon,Maharashtra,Bhusaval-Wheat(Husked)
Bhusaval,Sorgum(Jawar),2014,September,103,1088,1148,1127,2014-09-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Bhusaval,Sorgum(Jawar),2015,September,110,1198,1262,1231,2015-09-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Bhusaval,Sorgum(Jawar),2016,September,117,1413,1451,1430,2016-09-01,Jalgaon,Maharashtra,Bhusaval-Sorgum(Jawar)
Chopda,Bajri,2014,September,420,1230,1353,1340,2014-09-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Bajri,2015,September,595,1278,1375,1349,2015-09-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Bajri,2016,September,243,1515,1679,1646,2016-09-01,Jalgaon,Maharashtra,Chopda-Bajri
Chopda,Wheat(Husked),2014,September,612,1426,1523,1500,2014-09-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Wheat(Husked),2015,September,353,1395,1526,1477,2015-09-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Wheat(Husked),2016,September,195,1663,1772,1744,2016-09-01,Jalgaon,Maharashtra,Chopda-Wheat(Husked)
Chopda,Sorgum(Jawar),2014,September,200,1382,1629,1570,2014-09-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Sorgum(Jawar),2015,September,458,1290,1354,1321,2015-09-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Sorgum(Jawar),2016,September,212,1484,1596,1577,2016-09-01,Jalgaon,Maharashtra,Chopda-Sorgum(Jawar)
Chopda,Maize,2014,September,109,1069,1148,1104,2014-09-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Maize,2015,September,2088,1141,1289,1253,2015-09-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Maize,2016,September,963,1339,1681,1428,2016-09-01,Jalgaon,Maharashtra,Chopda-Maize
Chopda,Gram,2014,September,111,2545,2722,2698,2014-09-01,Jalgaon,Maharashtra,Chopda-Gram
Chopda,Gram,2015,September,5,3550,3588,3588,2015-09-01,Jalgaon,Maharashtra,Chopda-Gram
Chopda,Gram,2016,September,2,7803,7803,7803,2016-09-01,Jalgaon,Maharashtra,Chopda-Gram
Jalgaon,Bajri,2014,September,421,1400,1448,1406,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Bajri,2015,September,290,1395,1415,1405,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Bajri,2016,September,79,1703,1719,1719,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Bajri
Jalgaon,Wheat(Husked),2014,September,332,1444,1484,1454,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Wheat(Husked),2015,September,373,1429,1515,1465,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Wheat(Husked),2016,September,180,1753,1775,1753,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Wheat(Husked)
Jalgaon,Sorgum(Jawar),2014,September,972,1504,1592,1548,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Sorgum(Jawar),2015,September,1550,1342,1421,1369,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Sorgum(Jawar),2016,September,702,1662,1726,1701,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Sorgum(Jawar)
Jalgaon,Maize,2014,September,18,1250,1300,1300,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Maize,2015,September,73,1508,1517,1517,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Maize,2016,September,10,1605,1605,1605,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Maize
Jalgaon,Gram,2014,September,331,2728,2905,2813,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Gram,2015,September,257,3917,4059,3966,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Gram,2016,September,48,6171,6386,6329,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Gram
Jalgaon,Jaggery,2014,September,186,3115,3501,3331,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Jaggery,2015,September,2556,2258,2592,2373,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Jaggery,2016,September,137,3425,3663,3576,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Jaggery
Jalgaon,Pomegranate,2014,September,164,1600,5700,3600,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Pomegranate,2015,September,61,2433,6167,4500,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Pomegranate,2016,September,36,3750,8250,5750,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Pomegranate
Jalgaon,Banana,2014,September,341,225,376,295,2014-09-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Banana,2015,September,1196,126,268,195,2015-09-01,Jalgaon,Maharashtra,Jalgaon-Banana
Jalgaon,Banana,2016,September,352,235,359,284,2016-09-01,Jalgaon,Maharashtra,Jalgaon-Banana
